date	year	doy	lat	Tmax	Tmin	red	nir	elevation	ndvi
20250510	2025	130	37.365888	33.1	10	0.2	0.704977376	65	0.558
20250511	2025	131	37.365888	23.5	10.4	0.2	0.709090909	65	0.56
20250512	2025	132	37.365888	19.6	11.2	0.2	0.713242009	65	0.562
20250513	2025	133	37.365888	23.3	10.2	0.2	0.717431193	65	0.564
20250514	2025	134	37.365888	26.1	8.6	0.2	0.721658986	65	0.566
20250515	2025	135	37.365888	28.1	10	0.2	0.725925926	65	0.568
20250516	2025	136	37.365888	29	10.8	0.2	0.730232558	65	0.57
20250517	2025	137	37.365888	25.4	13.2	0.2	0.734579439	65	0.572
20250518	2025	138	37.365888	28.2	11.1	0.2	0.738967136	65	0.574
20250519	2025	139	37.365888	31.1	11.8	0.2	0.743396226	65	0.576
20250520	2025	140	37.365888	30.2	10.6	0.2	0.747867299	65	0.578
20250521	2025	141	37.365888	31.6	9.6	0.2	0.752380952	65	0.58
20250522	2025	142	37.365888	28.6	10.2	0.2	0.756937799	65	0.582
20250523	2025	143	37.365888	25.7	8.4	0.2	0.761538462	65	0.584
20250524	2025	144	37.365888	27.8	9.5	0.2	0.766183575	65	0.586
20250525	2025	145	37.365888	26.7	9.6	0.2	0.770873786	65	0.588
20250526	2025	146	37.365888	26.1	10.4	0.2	0.775609756	65	0.59
20250527	2025	147	37.365888	30.2	11.1	0.2	0.780392157	65	0.592
20250528	2025	148	37.365888	28.6	10.9	0.2	0.785221675	65	0.594
20250529	2025	149	37.365888	33	9.2	0.2	0.79009901	65	0.596
20250530	2025	150	37.365888	37	13.1	0.2	0.795024876	65	0.598
20250531	2025	151	37.365888	37.4	16.5	0.2	0.8	65	0.6
20250601	2025	152	37.365888	28.7	12.3	0.2	0.805025126	65	0.602
20250602	2025	153	37.365888	30.8	10.8	0.2	0.81010101	65	0.604
20250603	2025	154	37.365888	31	11.9	0.2	0.815228426	65	0.606
20250604	2025	155	37.365888	32.6	12.6	0.2	0.820408163	65	0.608
20250605	2025	156	37.365888	29.1	12	0.2	0.825641026	65	0.61
20250606	2025	157	37.365888	31.3	15.4	0.2	0.830927835	65	0.612
20250607	2025	158	37.365888	32.2	12.2	0.2	0.83626943	65	0.614
20250608	2025	159	37.365888	30.7	12.1	0.2	0.841666667	65	0.616
20250609	2025	160	37.365888	32.8	12.9	0.2	0.847120419	65	0.618
20250610	2025	161	37.365888	29.5	12.9	0.2	0.852631579	65	0.62
20250611	2025	162	37.365888	28.6	10	0.2	0.858201058	65	0.622
20250612	2025	163	37.365888	29.5	9.9	0.2	0.863829787	65	0.624
20250613	2025	164	37.365888	30.7	10	0.2	0.869518717	65	0.626
20250614	2025	165	37.365888	28.9	9.4	0.2	0.875268817	65	0.628
20250615	2025	166	37.365888	31.4	9.6	0.2	0.881081081	65	0.63
20250616	2025	167	37.365888	29.6	10.8	0.2	0.886956522	65	0.632
20250617	2025	168	37.365888	32.4	10.5	0.2	0.892896175	65	0.634
20250618	2025	169	37.365888	35.7	12.6	0.18	0.809010989	65	0.636
20250619	2025	170	37.365888	30.9	12.5	0.18	0.814475138	65	0.638
20250620	2025	171	37.365888	28.3	10.6	0.18	0.82	65	0.64
20250621	2025	172	37.365888	27	8.5	0.18	0.825586592	65	0.642
20250622	2025	173	37.365888	28	12.7	0.18	0.831235955	65	0.644
20250623	2025	174	37.365888	33.2	10.8	0.18	0.836949153	65	0.646
20250624	2025	175	37.365888	29.5	11.4	0.18	0.842727273	65	0.648
20250625	2025	176	37.365888	31.5	10.4	0.18	0.848571429	65	0.65
20250626	2025	177	37.365888	32	11.6	0.18	0.854482759	65	0.652
20250627	2025	178	37.365888	34.8	13.2	0.18	0.860462428	65	0.654
20250628	2025	179	37.365888	35.8	15.3	0.18	0.866511628	65	0.656
20250629	2025	180	37.365888	35.2	14.5	0.18	0.872631579	65	0.658
20250630	2025	181	37.365888	34.2	14.2	0.18	0.878823529	65	0.66
20250701	2025	182	37.365888	35.8	13.5	0.18	0.885088757	65	0.662
20250702	2025	183	37.365888	35.8	14.4	0.18	0.891428571	65	0.664
20250703	2025	184	37.365888	32	12.5	0.18	0.897844311	65	0.666
20250704	2025	185	37.365888	29.6	12.1	0.18	0.904337349	65	0.668
20250705	2025	186	37.365888	30.3	9.4	0.18	0.910909091	65	0.67
20250706	2025	187	37.365888	33.5	11	0.18	0.917560976	65	0.672
20250707	2025	188	37.365888	32.9	11.7	0.18	0.924294479	65	0.674
20250708	2025	189	37.365888	31.3	12	0.18	0.931111111	65	0.676
20250709	2025	190	37.365888	32.5	11.9	0.18	0.938012422	65	0.678
20250710	2025	191	37.365888	36.3	13.2	0.17	0.8925	65	0.68
20250711	2025	192	37.365888	37.5	14.7	0.17	0.89918239	65	0.682
20250712	2025	193	37.365888	35.4	14.7	0.17	0.905949367	65	0.684
20250713	2025	194	37.365888	34	13.3	0.17	0.912802548	65	0.686
20250714	2025	195	37.365888	36.7	12.5	0.17	0.91974359	65	0.688
20250715	2025	196	37.365888	29.9	12.9	0.17	0.926774194	65	0.69
20250716	2025	197	37.365888	28.1	13.2	0.17	0.933896104	65	0.692
20250717	2025	198	37.365888	31.6	11.4	0.17	0.941111111	65	0.694
20250718	2025	199	37.365888	32.6	11.9	0.17	0.948421053	65	0.696
20250719	2025	200	37.365888	32.8	11.9	0.17	0.955827815	65	0.698
20250720	2025	201	37.365888	30.1	11.4	0.17	0.963333333	65	0.7
20250721	2025	202	37.365888	28.3	14.3	0.17	0.970939597	65	0.702
20250722	2025	203	37.365888	26.4	13.6	0.17	0.978648649	65	0.704
20250723	2025	204	37.365888	28.4	12	0.17	0.986462585	65	0.706
20250724	2025	205	37.365888	29.9	11.6	0.17	0.994383562	65	0.708
20250725	2025	206	37.365888	29.6	13.7	0.15	0.884482759	65	0.71
20250726	2025	207	37.365888	28	13	0.15	0.891666667	65	0.712
20250727	2025	208	37.365888	28.5	12.4	0.15	0.898951049	65	0.714
20250728	2025	209	37.365888	32.8	12.9	0.15	0.906338028	65	0.716
20250729	2025	210	37.365888	34.6	13.5	0.15	0.913829787	65	0.718
20250730	2025	211	37.365888	30.1	13	0.15	0.921428571	65	0.72
20250731	2025	212	37.365888	33.9	12.5	0.15	0.929136691	65	0.722
20250801	2025	213	37.365888	32.8	12.4	0.15	0.936956522	65	0.724
20250802	2025	214	37.365888	33	12.7	0.15	0.944890511	65	0.726
20250803	2025	215	37.365888	31.4	13.4	0.15	0.952941176	65	0.728
20250804	2025	216	37.365888	31.5	11.3	0.15	0.961111111	65	0.73
20250805	2025	217	37.365888	31.3	11.7	0.15	0.969402985	65	0.732
20250806	2025	218	37.365888	35.2	13.1	0.13	0.847443609	65	0.734
20250807	2025	219	37.365888	34.8	14.8	0.13	0.854848485	65	0.736
20250808	2025	220	37.365888	38.1	14.3	0.13	0.862366412	65	0.738
20250809	2025	221	37.365888	38.3	15.8	0.13	0.87	65	0.74
20250810	2025	222	37.365888	36.8	14.2	0.13	0.877751938	65	0.742
20250811	2025	223	37.365888	34.2	14.2	0.13	0.885625	65	0.744
20250812	2025	224	37.365888	33.2	13.9	0.13	0.893622047	65	0.746
20250813	2025	225	37.365888	30.5	13.4	0.13	0.901746032	65	0.748
20250814	2025	226	37.365888	32.1	12.7	0.13	0.91	65	0.75
20250815	2025	227	37.365888	34.9	14.3	0.13	0.918387097	65	0.752
20250816	2025	228	37.365888	30.3	15.8	0.13	0.926910569	65	0.754
20250817	2025	229	37.365888	28.8	14.3	0.13	0.93557377	65	0.756
20250818	2025	230	37.365888	30.7	10.9	0.13	0.944380165	65	0.758
20250819	2025	231	37.365888	32.9	10.2	0.13	0.953333333	65	0.76
20250820	2025	232	37.365888	36.4	12.3	0.13	0.962436975	65	0.762
20250821	2025	233	37.365888	38.5	13.7	0.13	0.971694915	65	0.764
20250822	2025	234	37.365888	37.9	21.2	0.13	0.981111111	65	0.766
20250823	2025	235	37.365888	37.3	15.2	0.11	0.838275862	65	0.768
20250824	2025	236	37.365888	35.6	14.4	0.11	0.846521739	65	0.77
20250825	2025	237	37.365888	36.2	14.6	0.11	0.854912281	65	0.772
20250826	2025	238	37.365888	34.8	15.6	0.11	0.863451327	65	0.774
20250827	2025	239	37.365888	33.3	14.9	0.11	0.872142857	65	0.776
20250828	2025	240	37.365888	34.2	13.1	0.11	0.880990991	65	0.778
20250829	2025	241	37.365888	34.3	12.5	0.11	0.89	65	0.78
20250830	2025	242	37.365888	37.8	13.5	0.11	0.899174312	65	0.782
20250831	2025	243	37.365888	38.5	14.4	0.11	0.908518519	65	0.784
20250901	2025	244	37.365888	38.9	14.1	0.11	0.918037383	65	0.786
20250902	2025	245	37.365888	38	17.4	0.11	0.927735849	65	0.788
20250903	2025	246	37.365888	34.9	15.2	0.11	0.937619048	65	0.79
20250904	2025	247	37.365888	31.3	14.4	0.11	0.947692308	65	0.792
20250905	2025	248	37.365888	30.1	12.4	0.11	0.957961165	65	0.794
20250906	2025	249	37.365888	29.5	13.6	0.11	0.968431373	65	0.796
20250907	2025	250	37.365888	30.5	11.9	0.11	0.979108911	65	0.798
20250908	2025	251	37.365888	28.9	15.6	0.09	0.81	65	0.8
20250909	2025	252	37.365888	25.4	17.3	0.09	0.819090909	65	0.802
20250910	2025	253	37.365888	26.4	14.2	0.09	0.828367347	65	0.804
20250911	2025	254	37.365888	28.7	13.7	0.09	0.837835052	65	0.806
20250912	2025	255	37.365888	30.5	14.2	0.09	0.8475	65	0.808
20250913	2025	256	37.365888	30.3	15	0.09	0.857368421	65	0.81
20250914	2025	257	37.365888	31.2	13.8	0.09	0.867446809	65	0.812
20250915	2025	258	37.365888	34.1	13.5	0.09	0.877741935	65	0.814
20250916	2025	259	37.365888	36	14.4	0.09	0.88826087	65	0.816
20250917	2025	260	37.365888	37.3	15.7	0.09	0.899010989	65	0.818
20250918	2025	261	37.365888	32.1	19.6	0.09	0.91	65	0.82
20250919	2025	262	37.365888	27.7	17.9	0.09	0.921235955	65	0.822
20250920	2025	263	37.365888	31.5	15.8	0.09	0.932727273	65	0.824
20250921	2025	264	37.365888	33.8	15.1	0.09	0.944482759	65	0.826
20250922	2025	265	37.365888	35.2	15.3	0.09	0.956511628	65	0.828
20250923	2025	266	37.365888	37.8	16.5	0.09	0.968823529	65	0.83
20250924	2025	267	37.365888	30.9	18.4	0.09	0.981428571	65	0.832
20250925	2025	268	37.365888	31.8	15.8	0.07	0.773373494	65	0.834
20250926	2025	269	37.365888	34.9	18.4	0.07	0.783658537	65	0.836
20250927	2025	270	37.365888	30.5	16.1	0.07	0.794197531	65	0.838
20250928	2025	271	37.365888	22.8	15.4	0.07	0.805	65	0.84
20250929	2025	272	37.365888	23.9	17.6	0.07	0.816075949	65	0.842
20250930	2025	273	37.365888	24.8	16.3	0.07	0.827435897	65	0.844
20251001	2025	274	37.365888	25.2	15.2	0.07	0.839090909	65	0.846
20251002	2025	275	37.365888	23.1	16.3	0.07	0.851052632	65	0.848
20251003	2025	276	37.365888	23.2	13.1	0.07	0.863333333	65	0.85
20251004	2025	277	37.365888	27.1	9.7	0.07	0.875945946	65	0.852
20251005	2025	278	37.365888	27.5	11.1	0.07	0.88890411	65	0.854
20251006	2025	279	37.365888	30.6	14.8	0.07	0.902222222	65	0.856
20251007	2025	280	37.365888	32.6	13.7	0.07	0.915915493	65	0.858
20251008	2025	281	37.365888	26.8	11.3	0.07	0.93	65	0.86
20251009	2025	282	37.365888	23.9	12.7	0.07	0.944492754	65	0.862
20251010	2025	283	37.365888	24.2	10.7	0.07	0.959411765	65	0.864
20251011	2025	284	37.365888	23.5	9.3	0.07	0.974776119	65	0.866
20251012	2025	285	37.365888	24.7	10.8	0.05	0.707575758	65	0.868
20251013	2025	286	37.365888	21.2	10.6	0.05	0.719230769	65	0.87
20251014	2025	287	37.365888	13.1	10.9	0.05	0.73125	65	0.872
20251015	2025	288	37.365888	18.2	10.4	0.05	0.743650794	65	0.874
20251016	2025	289	37.365888	21.6	7.9	0.05	0.756451613	65	0.876
20251017	2025	290	37.365888	23.9	8.3	0.05	0.769672131	65	0.878
20251018	2025	291	37.365888	26.1	10.6	0.05	0.783333333	65	0.88
20251019	2025	292	37.365888	27.7	11.4	0.05	0.797457627	65	0.882
20251020	2025	293	37.365888	27	11.8	0.05	0.812068966	65	0.884
20251021	2025	294	37.365888	28	10.2	0.05	0.827192982	65	0.886
20251022	2025	295	37.365888	21.5	12	0.05	0.842857143	65	0.888
20251023	2025	296	37.365888	23.9	9.3	0.05	0.859090909	65	0.89
20251024	2025	297	37.365888	22.9	10.7	0.05	0.875925926	65	0.892
20251025	2025	298	37.365888	19.5	13.4	0.05	0.893396226	65	0.894
20251026	2025	299	37.365888	19.8	12.3	0.05	0.911538462	65	0.896
20251027	2025	300	37.365888	22.1	11.2	0.05	0.930392157	65	0.898
20251028	2025	301	37.365888	24.7	6.4	0.05	0.95	65	0.9
20251029	2025	302	37.365888	28.3	9.1	0.05	0.970408163	65	0.902
20251030	2025	303	37.365888	27.1	8.5	0.03	0.595	65	0.904
20251031	2025	304	37.365888	28.6	8.2	0.03	0.608297872	65	0.906
20251101	2025	305	37.365888	26.6	7.7	0.03	0.622173913	65	0.908
20251102	2025	306	37.365888	26.3	9.6	0.03	0.03	65	0
20251103	2025	307	37.365888	24.3	11.2	0.03	0.03	65	0
20251104	2025	308	37.365888	22.7	11	0.03	0.03	65	0
20251105	2025	309	37.365888	18.7	12.3	0.03	0.03	65	0
20251106	2025	310	37.365888	21.9	10.1	0.03	0.03	65	0
20251107	2025	311	37.365888	21.1	12.7	0.03	0.03	65	0
20251108	2025	312	37.365888	22	8.4	0.03	0.03	65	0
20251109	2025	313	37.365888	25.6	9.6	0.03	0.03	65	0
20251110	2025	314	37.365888	25.2	9.4	0.03	0.03	65	0
20251111	2025	315	37.365888	22.4	9.4	0.03	0.03	65	0
20251112	2025	316	37.365888	19.7	10	0.03	0.03	65	0
20251113	2025	317	37.365888	17.2	13.6	0.03	0.03	65	0
20251114	2025	318	37.365888	17.6	11.1	0.03	0.03	65	0
20251115	2025	319	37.365888	20.9	10.4	0.03	0.03	65	0
20251116	2025	320	37.365888	17.6	13	0.03	0.03	65	0
20251117	2025	321	37.365888	14.8	9.7	0.03	0.03	65	0
20251118	2025	322	37.365888	16.4	7.7	0.03	0.03	65	0
20251119	2025	323	37.365888	14.8	9.3	0.03	0.03	65	0
20251120	2025	324	37.365888	14.7	7.5	0.03	0.03	65	0
20251121	2025	325	37.365888	19	6.3	0.03	0.03	65	0
20251122	2025	326	37.365888	15.9	4.5	0.03	0.03	65	0
20251123	2025	327	37.365888	12.8	5.2	0.03	0.03	65	0
20251124	2025	328	37.365888	14.9	7.5	0.03	0.03	65	0
20251125	2025	329	37.365888	12.5	4.2	0.03	0.03	65	0
20251126	2025	330	37.365888	9.2	4.9	0.03	0.03	65	0
20251127	2025	331	37.365888	8.4	6.7	0.03	0.03	65	0
20251128	2025	332	37.365888	7.9	6.1	0.03	0.03	65	0
20251129	2025	333	37.365888	7.9	6.2	0.03	0.03	65	0
20251130	2025	334	37.365888	7.3	5.4	0.03	0.03	65	0
20251201	2025	335	37.365888	11.4	3.2	0.03	0.03	65	0
20251202	2025	336	37.365888	13.1	2.2	0.03	0.03	65	0
20251203	2025	337	37.365888	17.3	4.9	0.03	0.03	65	0
20251204	2025	338	37.365888	9.8	2.7	0.03	0.03	65	0
20251205	2025	339	37.365888	7.5	4.2	0.03	0.03	65	0
20251206	2025	340	37.365888	7.2	5.4	0.03	0.03	65	0
20251207	2025	341	37.365888	7.2	5.7	0.03	0.03	65	0
20251208	2025	342	37.365888	7.5	5.3	0.03	0.03	65	0
20251209	2025	343	37.365888	7.2	4.6	0.03	0.03	65	0
20251210	2025	344	37.365888	7.8	5.9	0.03	0.03	65	0
20251211	2025	345	37.365888	7.9	5.6	0.03	0.03	65	0
20251212	2025	346	37.365888	6.4	4.8	0.03	0.03	65	0
20251213	2025	347	37.365888	6.1	3.6	0.03	0.03	65	0
20251214	2025	348	37.365888	6.4	3.6	0.03	0.03	65	0
20251215	2025	349	37.365888	6.9	4.2	0.03	0.03	65	0
20251216	2025	350	37.365888	9.6	5	0.03	0.03	65	0
20251217	2025	351	37.365888	19.2	7.4	0.03	0.03	65	0
20251218	2025	352	37.365888	14.3	10.3	0.03	0.03	65	0
20251219	2025	353	37.365888	14.3	10.6	0.03	0.03	65	0
20251220	2025	354	37.365888	13.5	11.6	0.03	0.03	65	0
20251221	2025	355	37.365888	17.2	13.1	0.03	0.03	65	0
20251222	2025	356	37.365888	15.6	12.8	0.03	0.03	65	0
20251223	2025	357	37.365888	17	11.8	0.03	0.03	65	0
20251224	2025	358	37.365888	17.3	12.7	0.03	0.03	65	0
20251225	2025	359	37.365888	15.9	10.6	0.03	0.03	65	0
20251226	2025	360	37.365888	15.3	6.4	0.03	0.03	65	0
20251227	2025	361	37.365888	11.5	3.4	0.03	0.03	65	0
20251228	2025	362	37.365888	12.1	3.2	0.03	0.03	65	0
20251229	2025	363	37.365888	9.8	1.3	0.03	0.03	65	0
20251230	2025	364	37.365888	6.8	3	0.03	0.03	65	0
20251231	2025	365	37.365888	8.7	4.4	0.03	0.03	65	0
